@cat01,@cat02,@cat03,@area,@time,@unit,$
002,001,01096,00000,1801,千人,48
002,001,01096,00000,1901,千人,50
002,001,01097,00000,1601,千人,24
002,001,01097,00000,1301,千人,28
002,001,01097,00000,1701,千人,30
002,001,01097,00000,1801,千人,31
002,001,01097,00000,1901,千人,36
002,001,01098,00000,1601,千人,16
002,001,01098,00000,1301,千人,18
002,001,01098,00000,1701,千人,19
002,001,01098,00000,1801,千人,21
002,001,01098,00000,1901,千人,22
002,001,01099,00000,1601,千人,10
002,001,01099,00000,1301,千人,11
002,001,01099,00000,1701,千人,12
002,001,01099,00000,1801,千人,13
002,001,01099,00000,1901,千人,14
002,001,01100,00000,1601,千人,6
002,001,01100,00000,1301,千人,7
002,001,01100,00000,1701,千人,7
002,001,01100,00000,1801,千人,8
002,001,01100,00000,1901,千人,8
002,001,01101,00000,1601,千人,10
002,001,01101,00000,1301,千人,10
002,001,01101,00000,1701,千人,10
002,001,01101,00000,1801,千人,11
002,001,01101,00000,1901,千人,11
002,002,01000,00000,1601,千人,60003
002,002,01000,00000,1301,千人,59687
002,002,01000,00000,1701,千人,59314
002,002,01000,00000,1801,千人,58902
002,002,01000,00000,1901,千人,58450
002,002,01001,00000,1601,千人,420
002,002,01001,00000,1301,千人,415
002,002,01001,00000,1701,千人,401
002,002,01001,00000,1801,千人,379
002,002,01001,00000,1901,千人,356
002,002,01002,00000,1601,千人,437
002,002,01002,00000,1301,千人,419
002,002,01002,00000,1701,千人,415
002,002,01002,00000,1801,千人,400
002,002,01002,00000,1901,千人,378
002,002,01003,00000,1601,千人,460
002,002,01003,00000,1301,千人,437
002,002,01003,00000,1701,千人,419
002,002,01003,00000,1801,千人,414
002,002,01003,00000,1901,千人,400
002,002,01004,00000,1601,千人,472
002,002,01004,00000,1301,千人,460
002,002,01004,00000,1701,千人,437
002,002,01004,00000,1801,千人,418
002,002,01004,00000,1901,千人,414
002,002,01005,00000,1601,千人,493
002,002,01005,00000,1301,千人,472
002,002,01005,00000,1701,千人,459
002,002,01005,00000,1801,千人,437
002,002,01005,00000,1901,千人,418
002,002,01006,00000,1601,千人,506
002,002,01006,00000,1301,千人,493
002,002,01006,00000,1701,千人,471
002,002,01006,00000,1801,千人,459
002,002,01006,00000,1901,千人,436
002,002,01007,00000,1601,千人,505
002,002,01007,00000,1301,千人,506
002,002,01007,00000,1701,千人,493
002,002,01007,00000,1801,千人,471
002,002,01007,00000,1901,千人,459
002,002,01008,00000,1601,千人,517
002,002,01008,00000,1301,千人,505
002,002,01008,00000,1701,千人,506
002,002,01008,00000,1801,千人,493
002,002,01008,00000,1901,千人,471
002,002,01009,00000,1601,千人,519
002,002,01009,00000,1301,千人,517
002,002,01009,00000,1701,千人,505
002,002,01009,00000,1801,千人,506
002,002,01009,00000,1901,千人,493
002,002,01010,00000,1601,千人,533
002,002,01010,00000,1301,千人,519
002,002,01010,00000,1701,千人,517
002,002,01010,00000,1801,千人,505
002,002,01010,00000,1901,千人,505
002,002,01011,00000,1601,千人,538
002,002,01011,00000,1301,千人,533
002,002,01011,00000,1701,千人,519
002,002,01011,00000,1801,千人,517
002,002,01011,00000,1901,千人,505
002,002,01012,00000,1601,千人,541
002,002,01012,00000,1301,千人,539
002,002,01012,00000,1701,千人,534
002,002,01012,00000,1801,千人,519
002,002,01012,00000,1901,千人,517
002,002,01013,00000,1601,千人,551
002,002,01013,00000,1301,千人,542
002,002,01013,00000,1701,千人,539
002,002,01013,00000,1801,千人,534
002,002,01013,00000,1901,千人,519
002,002,01014,00000,1601,千人,549
002,002,01014,00000,1301,千人,551
002,002,01014,00000,1701,千人,542
002,002,01014,00000,1801,千人,539
002,002,01014,00000,1901,千人,534
002,002,01015,00000,1601,千人,544
002,002,01015,00000,1301,千人,549
002,002,01015,00000,1701,千人,551
002,002,01015,00000,1801,千人,542
002,002,01015,00000,1901,千人,539
002,002,01016,00000,1601,千人,546
002,002,01016,00000,1301,千人,545
002,002,01016,00000,1701,千人,549
002,002,01016,00000,1801,千人,552
002,002,01016,00000,1901,千人,542
002,002,01017,00000,1601,千人,569
002,002,01017,00000,1301,千人,546
002,002,01017,00000,1701,千人,544
002,002,01017,00000,1801,千人,549
002,002,01017,00000,1901,千人,551
002,002,01018,00000,1601,千人,575
002,002,01018,00000,1301,千人,568
002,002,01018,00000,1701,千人,546
002,002,01018,00000,1801,千人,544
002,002,01018,00000,1901,千人,549
002,002,01019,00000,1601,千人,593
002,002,01019,00000,1301,千人,575
002,002,01019,00000,1701,千人,568
002,002,01019,00000,1801,千人,546
002,002,01019,00000,1901,千人,544
002,002,01020,00000,1601,千人,600
002,002,01020,00000,1301,千人,593
002,002,01020,00000,1701,千人,574
002,002,01020,00000,1801,千人,567
002,002,01020,00000,1901,千人,545
002,002,01021,00000,1601,千人,602
002,002,01021,00000,1301,千人,599
002,002,01021,00000,1701,千人,591
002,002,01021,00000,1801,千人,572
002,002,01021,00000,1901,千人,566
002,002,01022,00000,1601,千人,599
002,002,01022,00000,1301,千人,601
002,002,01022,00000,1701,千人,596
002,002,01022,00000,1801,千人,589
002,002,01022,00000,1901,千人,571
002,002,01023,00000,1601,千人,606
002,002,01023,00000,1301,千人,598
002,002,01023,00000,1701,千人,599
002,002,01023,00000,1801,千人,596
002,002,01023,00000,1901,千人,589
002,002,01024,00000,1601,千人,604
002,002,01024,00000,1301,千人,606
002,002,01024,00000,1701,千人,597
002,002,01024,00000,1801,千人,599
002,002,01024,00000,1901,千人,596
002,002,01025,00000,1601,千人,605
002,002,01025,00000,1301,千人,603
002,002,01025,00000,1701,千人,605
002,002,01025,00000,1801,千人,596
002,002,01025,00000,1901,千人,599
002,002,01026,00000,1601,千人,613
002,002,01026,00000,1301,千人,605
002,002,01026,00000,1701,千人,602
002,002,01026,00000,1801,千人,604
002,002,01026,00000,1901,千人,596
002,002,01027,00000,1601,千人,614
002,002,01027,00000,1301,千人,613
002,002,01027,00000,1701,千人,604
002,002,01027,00000,1801,千人,602
002,002,01027,00000,1901,千人,603
002,002,01028,00000,1601,千人,599
002,002,01028,00000,1301,千人,613
002,002,01028,00000,1701,千人,612
002,002,01028,00000,1801,千人,603
002,002,01028,00000,1901,千人,601
002,002,01029,00000,1601,千人,608
002,002,01029,00000,1301,千人,599
002,002,01029,00000,1701,千人,612
002,002,01029,00000,1801,千人,611
002,002,01029,00000,1901,千人,602
002,002,01030,00000,1601,千人,604
002,002,01030,00000,1301,千人,607
002,002,01030,00000,1701,千人,598
002,002,01030,00000,1801,千人,611
002,002,01030,00000,1901,千人,610
002,002,01031,00000,1601,千人,614
002,002,01031,00000,1301,千人,603
002,002,01031,00000,1701,千人,606
002,002,01031,00000,1801,千人,597
002,002,01031,00000,1901,千人,611
002,002,01032,00000,1601,千人,628
002,002,01032,00000,1301,千人,613
002,002,01032,00000,1701,千人,602
002,002,01032,00000,1801,千人,606
002,002,01032,00000,1901,千人,597
002,002,01033,00000,1601,千人,651
002,002,01033,00000,1301,千人,627
002,002,01033,00000,1701,千人,612
002,002,01033,00000,1801,千人,602
002,002,01033,00000,1901,千人,605
002,002,01034,00000,1601,千人,670
002,002,01034,00000,1301,千人,651
002,002,01034,00000,1701,千人,627
002,002,01034,00000,1801,千人,612
002,002,01034,00000,1901,千人,602
002,002,01035,00000,1601,千人,682
002,002,01035,00000,1301,千人,669
002,002,01035,00000,1701,千人,650
002,002,01035,00000,1801,千人,626
002,002,01035,00000,1901,千人,612
002,002,01036,00000,1601,千人,708
002,002,01036,00000,1301,千人,682
002,002,01036,00000,1701,千人,669
002,002,01036,00000,1801,千人,650
002,002,01036,00000,1901,千人,626
002,002,01037,00000,1601,千人,732
002,002,01037,00000,1301,千人,707
002,002,01037,00000,1701,千人,681
002,002,01037,00000,1801,千人,668
002,002,01037,00000,1901,千人,650
002,002,01038,00000,1601,千人,742
002,002,01038,00000,1301,千人,732
002,002,01038,00000,1701,千人,707
002,002,01038,00000,1801,千人,681
002,002,01038,00000,1901,千人,668
002,002,01039,00000,1601,千人,742
002,002,01039,00000,1301,千人,741
002,002,01039,00000,1701,千人,731
002,002,01039,00000,1801,千人,707
002,002,01039,00000,1901,千人,681
002,002,01040,00000,1601,千人,752
002,002,01040,00000,1301,千人,741
002,002,01040,00000,1701,千人,741
002,002,01040,00000,1801,千人,731
002,002,01040,00000,1901,千人,706
002,002,01041,00000,1601,千人,787
002,002,01041,00000,1301,千人,752
002,002,01041,00000,1701,千人,741
002,002,01041,00000,1801,千人,741
002,002,01041,00000,1901,千人,731
002,002,01042,00000,1601,千人,808
002,002,01042,00000,1301,千人,786
002,002,01042,00000,1701,千人,751
002,002,01042,00000,1801,千人,741
002,002,01042,00000,1901,千人,740
002,002,01043,00000,1601,千人,839
002,002,01043,00000,1301,千人,807
002,002,01043,00000,1701,千人,786
002,002,01043,00000,1801,千人,751
002,002,01043,00000,1901,千人,740
002,002,01044,00000,1601,千人,863
002,002,01044,00000,1301,千人,839
002,002,01044,00000,1701,千人,807
002,002,01044,00000,1801,千人,785
002,002,01044,00000,1901,千人,750
002,002,01045,00000,1601,千人,906
002,002,01045,00000,1301,千人,862
002,002,01045,00000,1701,千人,838
002,002,01045,00000,1801,千人,807
002,002,01045,00000,1901,千人,785
002,002,01046,00000,1601,千人,943
002,002,01046,00000,1301,千人,905
002,002,01046,00000,1701,千人,862
002,002,01046,00000,1801,千人,838
002,002,01046,00000,1901,千人,806
002,002,01047,00000,1601,千人,999
002,002,01047,00000,1301,千人,942
002,002,01047,00000,1701,千人,904
002,002,01047,00000,1801,千人,861
002,002,01047,00000,1901,千人,837
002,002,01048,00000,1601,千人,1013
002,002,01048,00000,1301,千人,997
002,002,01048,00000,1701,千人,941
002,002,01048,00000,1801,千人,903
002,002,01048,00000,1901,千人,860
002,002,01049,00000,1601,千人,996
002,002,01049,00000,1301,千人,1011
002,002,01049,00000,1701,千人,996
002,002,01049,00000,1801,千人,940
002,002,01049,00000,1901,千人,902
002,002,01050,00000,1601,千人,965
002,002,01050,00000,1301,千人,994
002,002,01050,00000,1701,千人,1010
002,002,01050,00000,1801,千人,995
002,002,01050,00000,1901,千人,939
002,002,01051,00000,1601,千人,934
002,002,01051,00000,1301,千人,963
002,002,01051,00000,1701,千人,992
002,002,01051,00000,1801,千人,1008
002,002,01051,00000,1901,千人,993
002,002,01052,00000,1601,千人,917
002,002,01052,00000,1301,千人,932
002,002,01052,00000,1701,千人,961
002,002,01052,00000,1801,千人,991
002,002,01052,00000,1901,千人,1006
002,002,01053,00000,1601,千人,894
002,002,01053,00000,1301,千人,915
002,002,01053,00000,1701,千人,930
002,002,01053,00000,1801,千人,959
002,002,01053,00000,1901,千人,989
002,002,01054,00000,1601,千人,892
002,002,01054,00000,1301,千人,892
002,002,01054,00000,1701,千人,913
002,002,01054,00000,1801,千人,928
002,002,01054,00000,1901,千人,957
002,002,01055,00000,1601,千人,691
002,002,01055,00000,1301,千人,889
002,002,01055,00000,1701,千人,889
002,002,01055,00000,1801,千人,911
002,002,01055,00000,1901,千人,925
002,002,01056,00000,1601,千人,854
002,002,01056,00000,1301,千人,688
002,002,01056,00000,1701,千人,886
002,002,01056,00000,1801,千人,887
002,002,01056,00000,1901,千人,908
002,002,01057,00000,1601,千人,798
002,002,01057,00000,1301,千人,850
002,002,01057,00000,1701,千人,686
002,002,01057,00000,1801,千人,883
002,002,01057,00000,1901,千人,884
002,002,01058,00000,1601,千人,776
002,002,01058,00000,1301,千人,795
002,002,01058,00000,1701,千人,847
002,002,01058,00000,1801,千人,684
002,002,01058,00000,1901,千人,880
002,002,01059,00000,1601,千人,751
002,002,01059,00000,1301,千人,773
002,002,01059,00000,1701,千人,791
002,002,01059,00000,1801,千人,844
002,002,01059,00000,1901,千人,680
002,002,01060,00000,1601,千人,734
002,002,01060,00000,1301,千人,747
002,002,01060,00000,1701,千人,769
002,002,01060,00000,1801,千人,788
002,002,01060,00000,1901,千人,840
002,002,01061,00000,1601,千人,736
002,002,01061,00000,1301,千人,730
002,002,01061,00000,1701,千人,743
002,002,01061,00000,1801,千人,766
002,002,01061,00000,1901,千人,783
002,002,01062,00000,1601,千人,748
002,002,01062,00000,1301,千人,731
002,002,01062,00000,1701,千人,726
002,002,01062,00000,1801,千人,739
002,002,01062,00000,1901,千人,761
002,002,01063,00000,1601,千人,723
002,002,01063,00000,1301,千人,743
002,002,01063,00000,1701,千人,726
002,002,01063,00000,1801,千人,721
002,002,01063,00000,1901,千人,734
002,002,01064,00000,1601,千人,700
002,002,01064,00000,1301,千人,717
002,002,01064,00000,1701,千人,737
002,002,01064,00000,1801,千人,720
002,002,01064,00000,1901,千人,715
002,002,01065,00000,1601,千人,732
002,002,01065,00000,1301,千人,694
002,002,01065,00000,1701,千人,711
002,002,01065,00000,1801,千人,731
002,002,01065,00000,1901,千人,714
002,002,01066,00000,1601,千人,752
002,002,01066,00000,1301,千人,725
002,002,01066,00000,1701,千人,688
002,002,01066,00000,1801,千人,704
002,002,01066,00000,1901,千人,724
002,002,01067,00000,1601,千人,747
002,002,01067,00000,1301,千人,744
002,002,01067,00000,1701,千人,718
002,002,01067,00000,1801,千人,680
002,002,01067,00000,1901,千人,697
002,002,01068,00000,1601,千人,785
002,002,01068,00000,1301,千人,738
002,002,01068,00000,1701,千人,736
002,002,01068,00000,1801,千人,709
002,002,01068,00000,1901,千人,672
002,002,01069,00000,1601,千人,822
002,002,01069,00000,1301,千人,775
002,002,01069,00000,1701,千人,729
002,002,01069,00000,1801,千人,726
002,002,01069,00000,1901,千人,700
002,002,01070,00000,1601,千人,863
002,002,01070,00000,1301,千人,811
002,002,01070,00000,1701,千人,764
002,002,01070,00000,1801,千人,718
002,002,01070,00000,1901,千人,715
002,002,01071,00000,1601,千人,913
002,002,01071,00000,1301,千人,849
002,002,01071,00000,1701,千人,798
002,002,01071,00000,1801,千人,751
002,002,01071,00000,1901,千人,706
002,002,01072,00000,1601,千人,990
002,002,01072,00000,1301,千人,897
002,002,01072,00000,1701,千人,834
002,002,01072,00000,1801,千人,783
002,002,01072,00000,1901,千人,738
002,002,01073,00000,1601,千人,964
002,002,01073,00000,1301,千人,970
002,002,01073,00000,1701,千人,879
002,002,01073,00000,1801,千人,817
002,002,01073,00000,1901,千人,767
002,002,01074,00000,1601,千人,902
002,002,01074,00000,1301,千人,944
002,002,01074,00000,1701,千人,949
002,002,01074,00000,1801,千人,859
002,002,01074,00000,1901,千人,799
002,002,01075,00000,1601,千人,545
002,002,01075,00000,1301,千人,881
002,002,01075,00000,1701,千人,921
002,002,01075,00000,1801,千人,926
002,002,01075,00000,1901,千人,838
002,002,01076,00000,1601,千人,568
002,002,01076,00000,1301,千人,531
002,002,01076,00000,1701,千人,858
002,002,01076,00000,1801,千人,896
002,002,01076,00000,1901,千人,901
002,002,01077,00000,1601,千人,679
002,002,01077,00000,1301,千人,552
002,002,01077,00000,1701,千人,516
002,002,01077,00000,1801,千人,832
002,002,01077,00000,1901,千人,869
002,002,01078,00000,1601,千人,641
002,002,01078,00000,1301,千人,658
002,002,01078,00000,1701,千人,534
002,002,01078,00000,1801,千人,499
002,002,01078,00000,1901,千人,805
002,002,01079,00000,1601,千人,641
002,002,01079,00000,1301,千人,619
002,002,01079,00000,1701,千人,634
002,002,01079,00000,1801,千人,515
002,002,01079,00000,1901,千人,480
002,002,01080,00000,1601,千人,603
002,002,01080,00000,1301,千人,616
002,002,01080,00000,1701,千人,594
002,002,01080,00000,1801,千人,607
002,002,01080,00000,1901,千人,493
002,002,01081,00000,1601,千人,526
002,002,01081,00000,1301,千人,578
002,002,01081,00000,1701,千人,589
002,002,01081,00000,1801,千人,567
002,002,01081,00000,1901,千人,580
002,002,01082,00000,1601,千人,437
002,002,01082,00000,1301,千人,501
002,002,01082,00000,1701,千人,549
002,002,01082,00000,1801,千人,559
002,002,01082,00000,1901,千人,538
002,002,01083,00000,1601,千人,440
002,002,01083,00000,1301,千人,413
002,002,01083,00000,1701,千人,473
002,002,01083,00000,1801,千人,518
002,002,01083,00000,1901,千人,528
002,002,01084,00000,1601,千人,425
002,002,01084,00000,1301,千人,414
002,002,01084,00000,1701,千人,387
002,002,01084,00000,1801,千人,443
002,002,01084,00000,1901,千人,485
002,002,01085,00000,1601,千人,396
002,002,01085,00000,1301,千人,397
002,002,01085,00000,1701,千人,385
002,002,01085,00000,1801,千人,360
002,002,01085,00000,1901,千人,412
002,002,01086,00000,1601,千人,345
002,002,01086,00000,1301,千人,366
002,002,01086,00000,1701,千人,365
002,002,01086,00000,1801,千人,354
002,002,01086,00000,1901,千人,331
002,002,01087,00000,1601,千人,296
002,002,01087,00000,1301,千人,315
002,002,01087,00000,1701,千人,334
002,002,01087,00000,1801,千人,333
002,002,01087,00000,1901,千人,322
002,002,01088,00000,1601,千人,264
002,002,01088,00000,1301,千人,267
002,002,01088,00000,1701,千人,284
002,002,01088,00000,1801,千人,300
002,002,01088,00000,1901,千人,299
002,002,01089,00000,1601,千人,227
002,002,01089,00000,1301,千人,235
002,002,01089,00000,1701,千人,237
002,002,01089,00000,1801,千人,251
002,002,01089,00000,1901,千人,266
002,002,01090,00000,1601,千人,189
002,002,01090,00000,1301,千人,199
002,002,01090,00000,1701,千人,205
002,002,01090,00000,1801,千人,206
002,002,01090,00000,1901,千人,219
002,002,01091,00000,1601,千人,152
002,002,01091,00000,1301,千人,163
002,002,01091,00000,1701,千人,171
002,002,01091,00000,1801,千人,176
002,002,01091,00000,1901,千人,176
002,002,01092,00000,1601,千人,123
002,002,01092,00000,1301,千人,129
002,002,01092,00000,1701,千人,137
002,002,01092,00000,1801,千人,143
002,002,01092,00000,1901,千人,147
002,002,01093,00000,1601,千人,97
002,002,01093,00000,1301,千人,102
002,002,01093,00000,1701,千人,106
002,002,01093,00000,1801,千人,112
002,002,01093,00000,1901,千人,118
002,002,01094,00000,1601,千人,72
002,002,01094,00000,1301,千人,79
002,002,01094,00000,1701,千人,83
002,002,01094,00000,1801,千人,85
002,002,01094,00000,1901,千人,91
002,002,01095,00000,1601,千人,54
002,002,01095,00000,1301,千人,56
002,002,01095,00000,1701,千人,62
002,002,01095,00000,1801,千人,65
002,002,01095,00000,1901,千人,67
002,002,01096,00000,1601,千人,37
002,002,01096,00000,1301,千人,41
002,002,01096,00000,1701,千人,42
002,002,01096,00000,1801,千人,48
002,002,01096,00000,1901,千人,50
002,002,01097,00000,1601,千人,24
002,002,01097,00000,1301,千人,27
002,002,01097,00000,1701,千人,30
002,002,01097,00000,1801,千人,31
002,002,01097,00000,1901,千人,36
002,002,01098,00000,1601,千人,15
002,002,01098,00000,1301,千人,18
002,002,01098,00000,1701,千人,19
002,002,01098,00000,1801,千人,21
002,002,01098,00000,1901,千人,22
002,002,01099,00000,1601,千人,10
002,002,01099,00000,1301,千人,11
002,002,01099,00000,1701,千人,12
002,002,01099,00000,1801,千人,13
002,002,01099,00000,1901,千人,14
002,002,01100,00000,1601,千人,6
002,002,01100,00000,1301,千人,7
002,002,01100,00000,1701,千人,7
002,002,01100,00000,1801,千人,8
002,002,01100,00000,1901,千人,8
002,002,01101,00000,1601,千人,10
002,002,01101,00000,1301,千人,10
002,002,01101,00000,1701,千人,10
002,002,01101,00000,1801,千人,11
002,002,01101,00000,1901,千人,11
003,001,01000,00000,1601,千人,64797
003,001,01000,00000,1301,千人,64483
003,001,01000,00000,1701,千人,64189
003,001,01000,00000,1801,千人,63859
003,001,01000,00000,1901,千人,63569
003,001,01001,00000,1601,千人,409
003,001,01001,00000,1301,千人,405
003,001,01001,00000,1701,千人,389
003,001,01001,00000,1801,千人,369
003,001,01001,00000,1901,千人,350
003,001,01002,00000,1601,千人,426
003,001,01002,00000,1301,千人,408
003,001,01002,00000,1701,千人,404
003,001,01002,00000,1801,千人,388
003,001,01002,00000,1901,千人,369
003,001,01003,00000,1601,千人,447
003,001,01003,00000,1301,千人,425
003,001,01003,00000,1701,千人,408
003,001,01003,00000,1801,千人,404
003,001,01003,00000,1901,千人,388
003,001,01004,00000,1601,千人,459
003,001,01004,00000,1301,千人,446
003,001,01004,00000,1701,千人,425
003,001,01004,00000,1801,千人,408
003,001,01004,00000,1901,千人,404
003,001,01005,00000,1601,千人,477
003,001,01005,00000,1301,千人,458
003,001,01005,00000,1701,千人,447
003,001,01005,00000,1801,千人,425
003,001,01005,00000,1901,千人,409
003,001,01006,00000,1601,千人,490
003,001,01006,00000,1301,千人,477
003,001,01006,00000,1701,千人,458
003,001,01006,00000,1801,千人,447
003,001,01006,00000,1901,千人,426
003,001,01007,00000,1601,千人,488
003,001,01007,00000,1301,千人,489
003,001,01007,00000,1701,千人,477
003,001,01007,00000,1801,千人,459
003,001,01007,00000,1901,千人,447
003,001,01008,00000,1601,千人,501
003,001,01008,00000,1301,千人,488
003,001,01008,00000,1701,千人,490
003,001,01008,00000,1801,千人,477
003,001,01008,00000,1901,千人,459
003,001,01009,00000,1601,千人,503
003,001,01009,00000,1301,千人,501
003,001,01009,00000,1701,千人,488
003,001,01009,00000,1801,千人,490
003,001,01009,00000,1901,千人,477
003,001,01010,00000,1601,千人,513
003,001,01010,00000,1301,千人,503
003,001,01010,00000,1701,千人,501
003,001,01010,00000,1801,千人,488
003,001,01010,00000,1901,千人,490
003,001,01011,00000,1601,千人,518
003,001,01011,00000,1301,千人,514
003,001,01011,00000,1701,千人,503
003,001,01011,00000,1801,千人,501
003,001,01011,00000,1901,千人,488
003,001,01012,00000,1601,千人,521
003,001,01012,00000,1301,千人,518
003,001,01012,00000,1701,千人,514
003,001,01012,00000,1801,千人,503
003,001,01012,00000,1901,千人,502
003,001,01013,00000,1601,千人,531
003,001,01013,00000,1301,千人,521
003,001,01013,00000,1701,千人,519
003,001,01013,00000,1801,千人,514
003,001,01013,00000,1901,千人,504
003,001,01014,00000,1601,千人,527
003,001,01014,00000,1301,千人,531
003,001,01014,00000,1701,千人,521
003,001,01014,00000,1801,千人,519
003,001,01014,00000,1901,千人,515
003,001,01015,00000,1601,千人,524
003,001,01015,00000,1301,千人,527
003,001,01015,00000,1701,千人,531
003,001,01015,00000,1801,千人,521
003,001,01015,00000,1901,千人,519
003,001,01016,00000,1601,千人,524
003,001,01016,00000,1301,千人,524
003,001,01016,00000,1701,千人,528
003,001,01016,00000,1801,千人,532
003,001,01016,00000,1901,千人,522
003,001,01017,00000,1601,千人,545
003,001,01017,00000,1301,千人,524
003,001,01017,00000,1701,千人,524
003,001,01017,00000,1801,千人,528
003,001,01017,00000,1901,千人,532
003,001,01018,00000,1601,千人,549
003,001,01018,00000,1301,千人,545
003,001,01018,00000,1701,千人,524
003,001,01018,00000,1801,千人,524
003,001,01018,00000,1901,千人,528
003,001,01019,00000,1601,千人,571
003,001,01019,00000,1301,千人,549
003,001,01019,00000,1701,千人,549
003,001,01019,00000,1801,千人,530
003,001,01019,00000,1901,千人,531
003,001,01020,00000,1601,千人,590
003,001,01020,00000,1301,千人,574
003,001,01020,00000,1701,千人,557
003,001,01020,00000,1801,千人,562
003,001,01020,00000,1901,千人,545
003,001,01021,00000,1601,千人,607
003,001,01021,00000,1301,千人,597
003,001,01021,00000,1701,千人,584
003,001,01021,00000,1801,千人,569
003,001,01021,00000,1901,千人,577
003,001,01022,00000,1601,千人,611
003,001,01022,00000,1301,千人,607
003,001,01022,00000,1701,千人,605
003,001,01022,00000,1801,千人,595
003,001,01022,00000,1901,千人,584
003,001,01023,00000,1601,千人,622
003,001,01023,00000,1301,千人,610
003,001,01023,00000,1701,千人,614
003,001,01023,00000,1801,千人,616
003,001,01023,00000,1901,千人,610
003,001,01024,00000,1601,千人,623
003,001,01024,00000,1301,千人,622
003,001,01024,00000,1701,千人,617
003,001,01024,00000,1801,千人,622
003,001,01024,00000,1901,千人,627
003,001,01025,00000,1601,千人,624
003,001,01025,00000,1301,千人,623
003,001,01025,00000,1701,千人,628
003,001,01025,00000,1801,千人,622
003,001,01025,00000,1901,千人,631
003,001,01026,00000,1601,千人,632
003,001,01026,00000,1301,千人,622
003,001,01026,00000,1701,千人,626
003,001,01026,00000,1801,千人,631
003,001,01026,00000,1901,千人,629
003,001,01027,00000,1601,千人,628
003,001,01027,00000,1301,千人,629
003,001,01027,00000,1701,千人,624
003,001,01027,00000,1801,千人,629
003,001,01027,00000,1901,千人,636
003,001,01028,00000,1601,千人,613
003,001,01028,00000,1301,千人,625
003,001,01028,00000,1701,千人,630
003,001,01028,00000,1801,千人,626
003,001,01028,00000,1901,千人,633
003,001,01029,00000,1601,千人,618
003,001,01029,00000,1301,千人,610
003,001,01029,00000,1701,千人,626
003,001,01029,00000,1801,千人,632
003,001,01029,00000,1901,千人,630
003,001,01030,00000,1601,千人,615
003,001,01030,00000,1301,千人,616
003,001,01030,00000,1701,千人,611
003,001,01030,00000,1801,千人,627
003,001,01030,00000,1901,千人,635
003,001,01031,00000,1601,千人,628
003,001,01031,00000,1301,千人,613
003,001,01031,00000,1701,千人,616
003,001,01031,00000,1801,千人,612
003,001,01031,00000,1901,千人,630
003,001,01032,00000,1601,千人,639
003,001,01032,00000,1301,千人,626
003,001,01032,00000,1701,千人,613
003,001,01032,00000,1801,千人,617
003,001,01032,00000,1901,千人,614
003,001,01033,00000,1601,千人,657
003,001,01033,00000,1301,千人,637
003,001,01033,00000,1701,千人,625
003,001,01033,00000,1801,千人,614
003,001,01033,00000,1901,千人,619
003,001,01034,00000,1601,千人,675
003,001,01034,00000,1301,千人,655
003,001,01034,00000,1701,千人,637
003,001,01034,00000,1801,千人,626
003,001,01034,00000,1901,千人,616
003,001,01035,00000,1601,千人,684
003,001,01035,00000,1301,千人,674
003,001,01035,00000,1701,千人,655
003,001,01035,00000,1801,千人,637
003,001,01035,00000,1901,千人,628
003,001,01036,00000,1601,千人,712
003,001,01036,00000,1301,千人,682
003,001,01036,00000,1701,千人,673
003,001,01036,00000,1801,千人,655
003,001,01036,00000,1901,千人,639
003,001,01037,00000,1601,千人,736
003,001,01037,00000,1301,千人,710
003,001,01037,00000,1701,千人,682
003,001,01037,00000,1801,千人,673
003,001,01037,00000,1901,千人,656
003,001,01038,00000,1601,千人,746
003,001,01038,00000,1301,千人,735
003,001,01038,00000,1701,千人,710
003,001,01038,00000,1801,千人,682
003,001,01038,00000,1901,千人,674
003,001,01039,00000,1601,千人,747
003,001,01039,00000,1301,千人,745
003,001,01039,00000,1701,千人,734
003,001,01039,00000,1801,千人,710
003,001,01039,00000,1901,千人,683
003,001,01040,00000,1601,千人,752
003,001,01040,00000,1301,千人,746
003,001,01040,00000,1701,千人,745
003,001,01040,00000,1801,千人,734
003,001,01040,00000,1901,千人,710
003,001,01041,00000,1601,千人,786
003,001,01041,00000,1301,千人,751
003,001,01041,00000,1701,千人,746
003,001,01041,00000,1801,千人,744
003,001,01041,00000,1901,千人,734
003,001,01042,00000,1601,千人,804
003,001,01042,00000,1301,千人,785
003,001,01042,00000,1701,千人,751
003,001,01042,00000,1801,千人,746
003,001,01042,00000,1901,千人,745
003,001,01043,00000,1601,千人,835
003,001,01043,00000,1301,千人,803
003,001,01043,00000,1701,千人,784
003,001,01043,00000,1801,千人,751
003,001,01043,00000,1901,千人,746
003,001,01044,00000,1601,千人,856
003,001,01044,00000,1301,千人,834
003,001,01044,00000,1701,千人,803
003,001,01044,00000,1801,千人,784
003,001,01044,00000,1901,千人,751
003,001,01045,00000,1601,千人,896
003,001,01045,00000,1301,千人,855
003,001,01045,00000,1701,千人,834
003,001,01045,00000,1801,千人,802
003,001,01045,00000,1901,千人,784
003,001,01046,00000,1601,千人,934
003,001,01046,00000,1301,千人,895
003,001,01046,00000,1701,千人,855
003,001,01046,00000,1801,千人,833
003,001,01046,00000,1901,千人,803
003,001,01047,00000,1601,千人,986
003,001,01047,00000,1301,千人,933
003,001,01047,00000,1701,千人,895
